athlete_id,rank,discipline,season,date,event_id,event_location,d_cat,firstname,lastname,age,gender,country,height,arm_span,birthday,event_age,avg_rank,overall_best_discipline,year_best_disc,event_experience,avg_rank_last_3,rank_std_last_3,same_disc_best,season_peak_rank,first_event_year,experience_years,age_category
79,4,boulder,2021,2021-09-21,1185,Moscow,3,Aleksey,RUBTSOV,36.0,1,RUS,178.0,185.0,1988-08-05,33,4.0,0,0,0,17.333333333333332,14.571661996262955,1,4,2008,13,1
79,34,lead,2021,2021-07-03,1194,Villars,1,Aleksey,RUBTSOV,36.0,1,RUS,178.0,185.0,1988-08-05,32,29.5,0,0,0,11.0,4.000000000000116,0,34,2008,13,1
79,7,boulder,2021,2021-06-26,1193,Innsbruck,3,Aleksey,RUBTSOV,36.0,1,RUS,178.0,185.0,1988-08-05,32,11.6,0,0,1,14.333333333333334,3.055050463304031,1,4,2008,13,1
79,11,boulder,2021,2021-05-31,1192,Salt Lake City,3,Aleksey,RUBTSOV,36.0,1,RUS,178.0,185.0,1988-08-05,32,11.6,0,0,2,19.0,5.291502622129248,1,4,2008,13,1
79,15,boulder,2021,2021-05-23,1190,Salt Lake City,3,Aleksey,RUBTSOV,36.0,1,RUS,178.0,185.0,1988-08-05,32,11.6,0,0,3,16.666666666666668,8.504900548115428,1,4,2008,13,1
79,17,boulder,2021,2021-04-17,1187,Meiringen,3,Aleksey,RUBTSOV,36.0,1,RUS,178.0,185.0,1988-08-05,32,11.6,0,0,4,18.333333333333332,9.073771725877506,1,4,2008,13,1
79,22,speed,2020,2020-11-29,1166,Moscow,2,Aleksey,RUBTSOV,36.0,1,RUS,178.0,185.0,1988-08-05,32,22.0,0,0,0,36.0,15.716233645501717,0,22,2008,12,1
79,8,boulder,2020,2020-11-29,1166,Moscow,3,Aleksey,RUBTSOV,36.0,1,RUS,178.0,185.0,1988-08-05,32,11.6,0,0,5,29.0,15.716233645501722,1,8,2008,12,1
79,25,lead,2020,2020-11-29,1166,Moscow,1,Aleksey,RUBTSOV,36.0,1,RUS,178.0,185.0,1988-08-05,32,29.5,0,0,1,16.0,7.211102550928032,0,25,2008,12,1
79,18,lead,2019,2019-10-20,1124,XiamenWC,1,Aleksey,RUBTSOV,36.0,1,RUS,178.0,185.0,1988-08-05,31,30.5,0,0,2,38.0,12.288205727444511,0,18,2008,11,1
79,47,speed,2019,2019-10-20,1124,XiamenWC,2,Aleksey,RUBTSOV,36.0,1,RUS,178.0,185.0,1988-08-05,31,47.0,0,0,1,23.666666666666668,19.502136635080113,0,43,2008,11,1
79,43,lead,2019,2019-09-29,1123,KranjWC,1,Aleksey,RUBTSOV,36.0,1,RUS,178.0,185.0,1988-08-05,31,30.5,0,0,3,12.666666666666666,10.263202878893805,0,18,2008,11,1
79,24,boulder,2019,2019-09-07,1135,PolandECH,227,Aleksey,RUBTSOV,36.0,1,RUS,178.0,185.0,1988-08-05,31,24.0,0,0,6,27.333333333333332,35.345909711497505,1,4,2008,11,1
79,4,boulder,2019,2019-05-19,1116,MunichWC,3,Aleksey,RUBTSOV,36.0,1,RUS,178.0,185.0,1988-08-05,30,8.1,0,0,7,27.666666666666668,35.01904243884081,1,4,2008,11,1
79,10,boulder,2019,2019-05-05,1115,WujiangWC,3,Aleksey,RUBTSOV,36.0,1,RUS,178.0,185.0,1988-08-05,30,8.1,0,0,8,38.666666666666664,31.72275734127368,1,4,2008,11,1
79,5,boulder,2019,2019-04-28,1114,ChongqingWC,3,Aleksey,RUBTSOV,36.0,1,RUS,178.0,185.0,1988-08-05,30,8.1,0,0,9,20.333333333333332,19.731531449265002,1,4,2008,11,1
79,68,speed,2019,2019-04-28,1114,ChongqingWC,2,Aleksey,RUBTSOV,36.0,1,RUS,178.0,185.0,1988-08-05,30,57.7,0,0,2,19.666666666666668,20.42873792805943,0,43,2008,11,1
79,43,speed,2019,2019-04-14,1113,MoscowWC,2,Aleksey,RUBTSOV,36.0,1,RUS,178.0,185.0,1988-08-05,30,57.7,0,0,3,7.666666666666667,3.0550504633040907,0,43,2008,11,1
79,11,boulder,2019,2019-04-14,1113,MoscowWC,3,Aleksey,RUBTSOV,36.0,1,RUS,178.0,185.0,1988-08-05,30,8.1,0,0,10,7.0,2.000000000000311,1,4,2008,11,1
79,7,boulder,2019,2019-04-06,1112,MeiringenWC,3,Aleksey,RUBTSOV,36.0,1,RUS,178.0,185.0,1988-08-05,30,8.1,0,0,11,5.333333333333333,3.5118845842844357,1,4,2008,11,1
79,5,lead,2018,2018-11-18,1110,China_Open_18,393,Aleksey,RUBTSOV,36.0,1,RUS,178.0,185.0,1988-08-05,30,11.7,0,0,4,10.666666666666666,9.609023536933105,0,5,2008,10,1
79,2,boulder,2018,2018-11-17,1109,China_Open_Q,395,Aleksey,RUBTSOV,36.0,1,RUS,178.0,185.0,1988-08-05,30,8.1,0,0,12,31.666666666666668,26.6520793435209,1,2,2008,10,1
79,9,lead,2018,2018-11-17,1109,China_Open_Q,393,Aleksey,RUBTSOV,36.0,1,RUS,178.0,185.0,1988-08-05,30,11.7,0,0,5,28.333333333333332,30.6648550189518,0,5,2008,10,1
79,12,boulder,2018,2018-09-16,1061,WCH Innsbruck,3,Aleksey,RUBTSOV,36.0,1,RUS,178.0,185.0,1988-08-05,30,8.1,0,0,13,32.666666666666664,18.50225211517055,1,2,2008,10,1
79,62,speed,2018,2018-09-16,1061,WCH Innsbruck,2,Aleksey,RUBTSOV,36.0,1,RUS,178.0,185.0,1988-08-05,30,57.7,0,0,4,19.666666666666668,11.590225767142483,0,51,2008,10,1
79,21,lead,2018,2018-09-16,1061,WCH Innsbruck,1,Aleksey,RUBTSOV,36.0,1,RUS,178.0,185.0,1988-08-05,30,11.7,0,0,6,29.333333333333332,28.307831660749528,0,5,2008,10,1
79,14,boulder,2018,2018-08-18,1057,MunichWC,3,Aleksey,RUBTSOV,36.0,1,RUS,178.0,185.0,1988-08-05,30,8.1,0,0,14,31.0,21.071307505705473,1,2,2008,10,1
79,33,lead,2018,2018-07-07,1053,VillarsWC,1,Aleksey,RUBTSOV,36.0,1,RUS,178.0,185.0,1988-08-05,29,16.5,0,0,7,21.666666666666668,25.482019804821856,0,5,2008,10,1
